Sample	Assay	Bed_file	AUROC	PR-AUC	Baseline_PR-AUC
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF721ZGP.bed	0.7967104786908816	0.22248598784117946	0.04450135522959184
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF556XGB.bed	0.7042137011609882	0.11135299113056968	0.034498565051020405
dorsolateral-prefrontal-cortex	CTCF	ENCFF759TJN.bed	0.9481163712578011	0.4189360389075294	0.006670519770408163
H54	DNase-seq	ENCFF647LAZ.bed	0.9318811412396146	0.1241867649477176	0.003154894770408163
substantia-nigra	H3K9me3	ENCFF483RPU.bed	0.7891308258296622	0.032486852381803905	0.011728714923469387
SK-N-SH	EP300	ENCFF163XCA.bed	0.7974743735625953	0.026961231624343246	0.005825494260204082
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF894UON.bed	0.8569279249530906	0.25059938443476637	0.033824936224489795
head-of-caudate-nucleus	DNase-seq	ENCFF442MKK.bed	0.9553075304598758	0.2772755720414164	0.005662069515306122
PFSK-1	REST	ENCFF071IVL.bed	0.7566546437784658	0.149329316966237	0.07096819196428572
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF360LHN.bed	0.6494235865492272	0.10121135536159717	0.018841677295918367
PFSK-1	FOXP2	ENCFF425LSA.bed	0.8095953736273502	0.1600334855194497	0.052867904974489795
dorsolateral-prefrontal-cortex	CTCF	ENCFF141KSG.bed	0.9529896030606472	0.419554911968572	0.007075095663265306
motor-neuron	ATAC-seq	ENCFF010FOR.bed	0.8828483790453981	0.36580532729124443	0.039734135841836736
SK-N-SH	H2AFZ	ENCFF733EJD.bed	0.732633541542405	0.16392530295661467	0.04770009566326531
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF860TAY.bed	0.8381074021127	0.24370982327810203	0.030813536352040816
choroid-plexus-epithelial-cell	H3K4me3	ENCFF341WJK.bed	0.9697147799605836	0.6540833218301982	0.014004703443877551
cingulate-gyrus	H3K4me1	ENCFF712GAI.bed	0.8381742540342639	0.1509351440876746	0.03908840880102041
dorsolateral-prefrontal-cortex	H3K36me3	ENCFF467LAK.bed	0.817705808490274	0.11366519482613438	0.026612324617346937
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF729EZH.bed	0.7921550861818706	0.16067687310276718	0.005801578443877551
brain	H3K36me3	ENCFF803UAK.bed	0.7822321267159098	0.060550631940886564	0.01830357142857143
D341Med	DNase-seq	ENCFF893AUA.bed	0.9985162169810945	0.2531025402154302	3.985969387755102e-06
dorsolateral-prefrontal-cortex	CTCF	ENCFF814BVV.bed	0.9552332934958614	0.4021445904263081	0.005771683673469388
SK-N-SH	H3K4me3	ENCFF880VPP.bed	0.9732325847153297	0.69284617901323	0.013978794642857144
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF318CAY.bed	0.813934890291642	0.15861001869205654	0.004061702806122449
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF159FFY.bed	0.8172436290464136	0.25516030963416314	0.04706632653061225
layer-of-hippocampus	H3K4me1	ENCFF859KZN.bed	0.8068555534270032	0.1592770374884128	0.05278220663265306
SK-N-DZ	DNase-seq	ENCFF558KRQ.bed	0.8420865775570049	0.14825527349842454	0.01435546875
posterior-cingulate-gyrus	DNase-seq	ENCFF620GHG.bed	0.9252306378102043	0.24078771160683193	0.026939174107142857
layer-of-hippocampus	H3K4me1	ENCFF747LBC.bed	0.8228480637322425	0.15588782151944172	0.036226482780612246
posterior-cingulate-gyrus	DNase-seq	ENCFF214TQI.bed	0.9261572436488301	0.2364664853741462	0.01610331632653061
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF369ASW.bed	0.6957551972320593	0.11573610421321134	0.012193080357142857
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF712CHB.bed	0.7918127249206925	0.25410208459135775	0.07353714923469387
SK-N-SH	BACH2	ENCFF897CGF.bed	0.7693142838635095	0.02594470844861971	7.971938775510203e-05
astrocyte	H3K4me2	ENCFF034PNH.bed	0.8471910922079331	0.3757185996659857	0.05854591836734694
germinal-matrix	H3K36me3	ENCFF260WUB.bed	0.7804306607417658	0.15553573064854512	0.05355947066326531
Daoy	DNase-seq	ENCFF615CKM.bed	0.8846334033182419	0.2196329348007346	0.02072504783163265
layer-of-hippocampus	H3K9me3	ENCFF255RZZ.bed	0.7985922822343878	0.05907193969360943	0.016669323979591838
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF620YIX.bed	0.9504269964851678	0.23745864424467583	0.006770169005102041
head-of-caudate-nucleus	DNase-seq	ENCFF652SSM.bed	0.8919776572500997	0.23046767962103065	0.018572624362244897
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF664JCL.bed	0.9652637569666509	0.6835726218553203	0.018120216836734693
motor-neuron	H3K4me3	ENCFF867WVM.bed	0.9852637281376487	0.7685726911798292	0.014106345663265307
cerebellum	ATAC-seq	ENCFF858CCP.bed	0.9160560870933714	0.306417941137354	0.00625797193877551
layer-of-hippocampus	H3K9me3	ENCFF565IXA.bed	0.7959111977919606	0.03280487124573704	0.007477678571428572
astrocyte	H3K79me2	ENCFF528LPM.bed	0.7908069727478831	0.1706684186298663	0.05641342474489796
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF008NWY.bed	0.7926796014032093	0.043089104776400516	0.00068359375
head-of-caudate-nucleus	DNase-seq	ENCFF074QPW.bed	0.9377930185389288	0.2534427499731937	0.013518415178571429
cingulate-gyrus	H3K4me3	ENCFF408LCT.bed	0.9237274623364593	0.5537654985204502	0.024428013392857145
middle-frontal-gyrus	DNase-seq	ENCFF918ILU.bed	0.8646996215219864	0.17504285392672742	0.005066167091836734
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF464BEF.bed	0.9318574805688417	0.22616498264430066	0.009544403698979591
posterior-cingulate-gyrus	DNase-seq	ENCFF638KGG.bed	0.9772379075750632	0.26791893373690473	0.0023238201530612246
germinal-matrix	H3K9me3	ENCFF439WQE.bed	0.7646088505230535	0.1416705242404659	0.0404296875
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF552CDI.bed	0.8730190997162887	0.15979050916455878	0.0024214764030612247
head-of-caudate-nucleus	DNase-seq	ENCFF295GOZ.bed	0.9633893219191875	0.2915745877678623	0.004709422831632653
astrocyte	DNase-seq	ENCFF746QWU.bed	0.9311557317764059	0.14623321068795964	0.013438695790816326
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF180SKE.bed	0.9512661330771686	0.651839039309952	0.022285554846938775
substantia-nigra	H3K9ac	ENCFF413LSS.bed	0.8896765982475023	0.3277246522746291	0.024994021045918368
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF319KZD.bed	0.7916410359147824	0.2207107107599277	0.04323780293367347
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF225RTW.bed	0.9444266999811713	0.2537550513073108	0.012326610331632654
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF864LVN.bed	0.9484644299991462	0.15926292267395478	0.006903698979591837
SK-N-SH	GATA2	ENCFF827UWE.bed	0.777003886469865	0.02227875911998892	0.005711894132653062
SK-N-SH	H3K27ac	ENCFF188BQP.bed	0.7760959757813652	0.19581182870820288	0.03917410714285714
temporal-lobe	H3K4me3	ENCFF583LHL.bed	0.9246557032051967	0.5386131310684459	0.02533482142857143
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF024XNY.bed	0.7972920157886434	0.24739677925321063	0.06238839285714286
head-of-caudate-nucleus	DNase-seq	ENCFF556NPT.bed	0.9590630726906519	0.2744202494972447	0.007200653698979592
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF196MXR.bed	0.9597658590878173	0.6617983891340417	0.01954121492346939
A172	DNase-seq	ENCFF665QLM.bed	0.9006556857927743	0.17206558134595637	0.007569355867346939
head-of-caudate-nucleus	DNase-seq	ENCFF062DSZ.bed	0.925882629057261	0.2560126598058684	0.009550382653061225
SK-N-SH	YY1	ENCFF004OPO.bed	0.9274048887360928	0.15724872368218704	0.0016143176020408164
dorsolateral-prefrontal-cortex	H3K4me1	ENCFF430MTV.bed	0.8677607732118369	0.14979307402960523	0.02613998724489796
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF312TND.bed	0.9520152362843247	0.2423370796702731	0.008033721301020409
angular-gyrus	H3K9ac	ENCFF647IZD.bed	0.9223512275334382	0.386745130351236	0.018793845663265307
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF350LHB.bed	0.9526066375474009	0.6374639400515887	0.021039939413265304
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF491YIR.bed	0.9731154483482447	0.22904189579766887	0.0028619260204081633
head-of-caudate-nucleus	DNase-seq	ENCFF947BGT.bed	0.9445495126669494	0.27755542679962275	0.007112962372448979
angular-gyrus	H3K27ac	ENCFF662QMZ.bed	0.8635304586020642	0.22738097792163925	0.02449577487244898
posterior-cingulate-gyrus	DNase-seq	ENCFF298JEG.bed	0.9486667802370151	0.23496955953853532	0.010315688775510205
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF824JRL.bed	0.7620412443424892	0.13418301957932702	0.01978435905612245
SK-N-SH	FOXM1	ENCFF102GYM.bed	0.8430577656107155	0.026957318898890217	0.002126514668367347
brain	DNase-seq	ENCFF855BFG.bed	0.8745002936115458	0.14298096944807898	0.00868343431122449
dorsolateral-prefrontal-cortex	CTCF	ENCFF382SFB.bed	0.9465484818927865	0.4229237844870395	0.00821109693877551
head-of-caudate-nucleus	DNase-seq	ENCFF956CFT.bed	0.9592552012081919	0.28563917391906724	0.007680963010204081
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF157YEI.bed	0.9434512475090728	0.25285698410478696	0.007326211734693878
posterior-cingulate-gyrus	DNase-seq	ENCFF445APH.bed	0.9498120163287258	0.17067546593196295	0.003790656887755102
SK-N-SH	GABPA	ENCFF157KZY.bed	0.9424778985614487	0.14427275438673454	0.0014728156887755103
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF009ORT.bed	0.9629258238293377	0.6817575773119767	0.018568638392857145
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF384SYD.bed	0.7860678558572038	0.20424961350374923	0.042615991709183676
motor-neuron	ATAC-seq	ENCFF388XBG.bed	0.8965903829138159	0.39068374840291464	0.02692123724489796
SK-N-SH	REST	ENCFF056ITA.bed	0.7768024414687542	0.11561463979016909	0.031060666454081634
brain	H3K27me3	ENCFF928EQD.bed	0.8045265559885203	0.1858687933827901	0.020878507653061224
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF983DQA.bed	0.826214357996118	0.25370182315982753	0.04063097895408163
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF215KEC.bed	0.727331691479038	0.12453877169717263	0.010114397321428572
dorsolateral-prefrontal-cortex	CTCF	ENCFF695XWD.bed	0.9468875838694911	0.4140101576933309	0.006094547193877551
head-of-caudate-nucleus	DNase-seq	ENCFF941BWK.bed	0.9184857998271367	0.2479375128191963	0.015995695153061224
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF084KQP.bed	0.9585754320865978	0.5904596826353083	0.01683673469387755
SK-N-SH	TOX	ENCFF740PZE.bed	0.844220298899692	0.011980216701120422	0.0008749202806122449
head-of-caudate-nucleus	DNase-seq	ENCFF438WFB.bed	0.9780455679388793	0.3087631652507745	0.0028838488520408164
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF757WUQ.bed	0.9482274409206926	0.6421236014276276	0.023100685586734695
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF019ZWE.bed	0.9609320239760053	0.6834142228427021	0.01948939732142857
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF761QUK.bed	0.793189888422877	0.23033227916763463	0.04595822704081633
SK-N-SH	MAX	ENCFF244LUT.bed	0.909865322982815	0.15834796409257706	0.005424904336734694
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF581YQU.bed	0.8030689961015848	0.23861523944741822	0.055859375
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF795SLA.bed	0.7630196944726533	0.13303920523540635	0.005582350127551021
astrocyte-of-the-cerebellum	CTCF	ENCFF255LCA.bed	0.9390846080241998	0.32153187758961094	0.004749282525510204
brain	H3K4me3	ENCFF552ZBZ.bed	0.9511716696179716	0.3708297678186919	0.005299346301020408
head-of-caudate-nucleus	DNase-seq	ENCFF903YKY.bed	0.9092403334513567	0.22337093485334336	0.011993781887755102
dorsolateral-prefrontal-cortex	CTCF	ENCFF260CWT.bed	0.9456810704042105	0.3973219289113165	0.008021763392857142
head-of-caudate-nucleus	DNase-seq	ENCFF146ZSZ.bed	0.8996241312538362	0.1746850930112281	0.024838568239795918
germinal-matrix	H3K4me1	ENCFF855VGG.bed	0.7713356218048829	0.1487677330629029	0.052072704081632656
dorsolateral-prefrontal-cortex	CTCF	ENCFF206QXQ.bed	0.9524268945206804	0.3641446660270397	0.006289859693877551
substantia-nigra	H3K27me3	ENCFF887HQO.bed	0.8159702616271084	0.10973826156888525	0.01485969387755102
temporal-lobe	H3K27ac	ENCFF740HPX.bed	0.8315339883818269	0.23497927549724912	0.04779575892857143
caudate-nucleus	H3K4me1	ENCFF462EUH.bed	0.8326034341687438	0.17742977630369364	0.04615154655612245
SK-N-MC	H3K9me3	ENCFF919LHF.bed	0.7500568561467305	0.06926636313687082	0.023947704081632652
dorsolateral-prefrontal-cortex	CTCF	ENCFF873GEN.bed	0.9407211800978383	0.43243497920402296	0.00978954081632653
SK-N-SH	TEAD4	ENCFF463DWW.bed	0.8276293076782234	0.03164971672879067	0.004151387117346939
angular-gyrus	H3K36me3	ENCFF773EPX.bed	0.8241087322691054	0.07947085678672022	0.017332987882653063
SK-N-SH	NRF1	ENCFF865DIS.bed	0.9828196918555938	0.15611531744683807	0.0007393973214285714
midbrain	DNase-seq	ENCFF700GWK.bed	0.772274857248145	0.09626520048543864	0.027576929209183674
temporal-lobe	H3K9me3	ENCFF806HPT.bed	0.774068077778497	0.03739579937077182	0.012302694515306122
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF045ADI.bed	0.7952567621780228	0.2137544845415252	0.04103754783163265
SK-N-SH	ZC3H10	ENCFF768BPF.bed	0.8363783164210103	0.008677526061665096	0.0009905133928571428
SK-N-SH	H3K4me1	ENCFF969OMJ.bed	0.7337625971175075	0.10769009636449452	0.052030851403061226
head-of-caudate-nucleus	DNase-seq	ENCFF393UBJ.bed	0.9203310242660774	0.254432350620693	0.013849250637755103
angular-gyrus	H3K9me3	ENCFF648MUY.bed	0.7929416601931272	0.015507174824825646	0.004253029336734694
SK-N-SH	ESRRG	ENCFF034MKT.bed	0.7901399502738959	0.007160342322693461	0.00035076530612244896
temporal-lobe	H3K27ac	ENCFF073BUA.bed	0.8341002333799656	0.21319122222660852	0.03381497130102041
SK-N-SH	ZBTB33	ENCFF901EGI.bed	0.8973346138369588	0.04733978027403631	0.0015126753826530611
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF508PQT.bed	0.8073025755008293	0.24580970892371967	0.053706951530612244
SK-N-SH	H3K27me3	ENCFF261NVB.bed	0.6669328395610569	0.0514020926569586	0.03587771045918367
layer-of-hippocampus	H3K4me3	ENCFF756UKX.bed	0.9552410318492218	0.6025425462254994	0.01760204081632653
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF855GAM.bed	0.9587244543970755	0.6726856136963093	0.02098812181122449
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF068TOX.bed	0.9633585419071714	0.24475143321572868	0.004163345025510204
head-of-caudate-nucleus	DNase-seq	ENCFF253RPO.bed	0.957986539188292	0.29419909810331785	0.007459741709183673
head-of-caudate-nucleus	DNase-seq	ENCFF187DOW.bed	0.9561471417212554	0.077270623440084	0.002867904974489796
angular-gyrus	H3K27ac	ENCFF719XFH.bed	0.8355387527585079	0.22890217839972182	0.03677256058673469
astrocyte	H3K4me1	ENCFF388GVC.bed	0.8037648555789194	0.17457378740612065	0.04611766581632653
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF337DEA.bed	0.8082022531436283	0.2155209314772049	0.03599529655612245
SK-N-SH	PATZ1	ENCFF988LVB.bed	0.8345243846793892	0.015271470814230196	0.0009646045918367347
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF406DMM.bed	0.9629472415641674	0.6666713482756123	0.015979751275510205
head-of-caudate-nucleus	DNase-seq	ENCFF464RCQ.bed	0.9511926704170705	0.2737957907238583	0.009165736607142858
SK-N-SH	CSDC2	ENCFF412ROH.bed	0.8501340698668218	0.039071721973663084	0.0009386957908163265
H54	CTCF	ENCFF508GOX.bed	0.8019147101401114	0.1458270031893827	0.026893335459183675
posterior-cingulate-gyrus	DNase-seq	ENCFF839IVW.bed	0.949576583142411	0.22813876737697747	0.009522480867346939
angular-gyrus	H3K27me3	ENCFF174RKW.bed	0.7885251190513647	0.08590305966711718	0.017592075892857145
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF289MDK.bed	0.8194269312891423	0.24793675823684008	0.03749402104591837
brain	DNase-seq	ENCFF968JTF.bed	0.8905387140775772	0.15247514082432714	0.009905133928571428
dorsolateral-prefrontal-cortex	CTCF	ENCFF133LGF.bed	0.9557568792771175	0.40735993184561675	0.005913185586734694
brain	DNase-seq	ENCFF611KEX.bed	0.8448518436957255	0.17363131549840718	0.030349170918367346
brain-microvascular-endothelial-cell	DNase-seq	ENCFF696KIS.bed	0.8773353137045968	0.20470147972233244	0.017404735331632653
posterior-cingulate-gyrus	DNase-seq	ENCFF763XXP.bed	0.9424887571251366	0.230406346661732	0.0059590242346938774
head-of-caudate-nucleus	DNase-seq	ENCFF746VVI.bed	0.952605440015695	0.2769462552980093	0.0067263233418367345
head-of-caudate-nucleus	DNase-seq	ENCFF949DRT.bed	0.9483242836294022	0.3027055782565356	0.009353077168367347
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF872ZJD.bed	0.8090384065912744	0.24174210179142486	0.04456313775510204
cingulate-gyrus	H3K4me1	ENCFF629VBT.bed	0.810079433225576	0.17591813112091528	0.05397799744897959
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF228RUP.bed	0.7533600487798602	0.15105102465041292	0.0074338329081632655
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF256DVB.bed	0.9120766141021599	0.13413546361382245	0.015359933035714285
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF959JIF.bed	0.9269690483197653	0.5816102043677219	0.03023955676020408
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF756JDB.bed	0.8273926644260775	0.2777185222144255	0.04787149234693878
brain	H3K4me3	ENCFF297ZIH.bed	0.9535618268466186	0.662375730899277	0.021739477040816326
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF751BEG.bed	0.9593043476750281	0.6604292969275252	0.01698421556122449
dorsolateral-prefrontal-cortex	CTCF	ENCFF962FDB.bed	0.9591643473505502	0.3766765788882516	0.004711415816326531
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF864YZX.bed	0.8192098346587905	0.06447049244701503	0.001345264668367347
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF180XUG.bed	0.9487839061537351	0.6365675385324487	0.02307278380102041
H4	DNase-seq	ENCFF746KFS.bed	0.8470962161458857	0.15567430758776418	0.014562739158163265
caudate-nucleus	H3K4me3	ENCFF379RQU.bed	0.9315356176501162	0.5598195308215443	0.02543845663265306
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF239JWB.bed	0.9557787826064855	0.6526096072255418	0.01978435905612245
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF184MEF.bed	0.9772045662813087	0.7043932152158007	0.014068478954081632
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF861YME.bed	0.82522195954399	0.2826411058815354	0.05084901147959184
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF714WHK.bed	0.9320188460872763	0.5904489555827815	0.029221141581632654
SK-N-SH	RARB	ENCFF947MRI.bed	0.8493469188414918	0.006353430712702475	0.00020926339285714285
SK-N-SH	EP300	ENCFF208KBG.bed	0.8431418868257003	0.03749079119437793	0.0034518494897959186
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF860PKW.bed	0.6937381452857707	0.12776947765597768	0.016476004464285713
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF042NGO.bed	0.7269050011239785	0.13107046877323952	0.007256457270408163
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF214QIV.bed	0.873673272000016	0.16307580894350737	0.0015266262755102042
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF079GMX.bed	0.9390131055679024	0.26114833451069014	0.006255978954081633
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF803KTY.bed	0.9763659555458463	0.2777049865735193	0.0030731823979591837
SK-N-SH	ARNTL	ENCFF830BUW.bed	0.8782521155036791	0.12068346886901836	7.573341836734694e-05
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF589YOZ.bed	0.7960613572427279	0.1698254833195344	0.006507095025510204
SK-N-MC	POLR2AphosphoS5	ENCFF992GIC.bed	0.9192423165861192	0.21858311754837062	0.002515146683673469
substantia-nigra	H3K4me3	ENCFF386SAW.bed	0.9338740166605881	0.5389950580285187	0.017988679846938777
head-of-caudate-nucleus	DNase-seq	ENCFF961TGG.bed	0.9434052262372894	0.2560105280289564	0.007366071428571428
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF735SHW.bed	0.9589717945766911	0.2280920913805661	0.003950095663265306
smooth-muscle-cell-of-the-brain-vasculature	DNase-seq	ENCFF291PDD.bed	0.8974755338699176	0.13434116771862686	0.004968510841836735
SK-N-MC	DNase-seq	ENCFF378ZTB.bed	0.8131450285234434	0.10019738362208251	0.008304767219387756
putamen	DNase-seq	ENCFF026XWM.bed	0.8618094057274193	0.15173910373477523	0.01119060905612245
posterior-cingulate-gyrus	DNase-seq	ENCFF397TCP.bed	0.9572233907849879	0.2971225844399886	0.008533960459183674
dorsolateral-prefrontal-cortex	CTCF	ENCFF666YIG.bed	0.953011703375673	0.4143675687823897	0.007304288903061225
head-of-caudate-nucleus	DNase-seq	ENCFF427TKQ.bed	0.9556453266034993	0.29387202265623713	0.0053651147959183675
posterior-cingulate-gyrus	DNase-seq	ENCFF653TDA.bed	0.9403486404873391	0.18278409786160055	0.01055484693877551
posterior-cingulate-gyrus	DNase-seq	ENCFF035BWH.bed	0.9237488836686544	0.19005424236163276	0.008944515306122449
SK-N-SH	SIN3A	ENCFF337VNM.bed	0.7205588828003332	0.1015172189914315	0.042069913903061223
SK-N-SH	CREB5	ENCFF337GED.bed	0.782415821235682	0.008298097178998057	0.001797672193877551
SK-N-MC	EZH2	ENCFF035WFT.bed	0.773686874135905	0.03533884832164522	0.005002391581632653
BE2C	H3K4me3	ENCFF202WPS.bed	0.9427496628430792	0.5483316042761457	0.017745535714285714
SK-N-SH	H3F3A	ENCFF996FFY.bed	0.6905221438192601	0.06645292590947974	0.05426698022959184
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF678JLE.bed	0.920607855611209	0.5725860249236117	0.031182238520408162
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF321ZZK.bed	0.7811041536121812	0.13803742010410575	0.00869140625
brain	DNase-seq	ENCFF286XIL.bed	0.8118055104289814	0.1445342159013776	0.02901985012755102
astrocyte	H3K9ac	ENCFF368KFE.bed	0.8860651526446967	0.387994909246124	0.02621970663265306
PFSK-1	REST	ENCFF233ZDP.bed	0.5999962564827739	0.06920080526738279	0.061224489795918366
brain	DNase-seq	ENCFF098XHW.bed	0.8459141971232655	0.12737749790832448	0.012519929846938775
SK-N-SH	USF1	ENCFF002WCV.bed	0.9096191199742714	0.05388790757128953	0.000643734056122449
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF970PFD.bed	0.7690521061976043	0.18531155012760886	0.043949298469387756
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF228SWU.bed	0.949424177276914	0.6434119665461997	0.023397640306122448
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF710FUW.bed	0.7374232719913205	0.15037142342309745	0.007320232780612245
dorsolateral-prefrontal-cortex	CTCF	ENCFF238ZLG.bed	0.9555864097448008	0.4037100260215346	0.005432876275510204
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF288NLR.bed	0.8492936733157475	0.3017548296689617	0.03705357142857143
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF067MQX.bed	0.9357504730824467	0.22497552535097082	0.008111447704081632
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF464AKF.bed	0.8899166650659676	0.3136641745002141	0.03037906568877551
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF595CLG.bed	0.8173963376174103	0.1695220108349542	0.0198062818877551
SK-N-SH	ZNF8	ENCFF214ZEK.bed	0.7178360308691167	0.004365717015579757	0.0015724649234693877
posterior-cingulate-cortex	ATAC-seq	ENCFF129OYC.bed	0.8960462059916569	0.2742474554319761	0.006495137117346938
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF108EYE.bed	0.9475504384812226	0.6341974010030209	0.024017458545918368
dorsolateral-prefrontal-cortex	CTCF	ENCFF306BLG.bed	0.9540374282349531	0.41530967927453194	0.004031808035714286
brain-microvascular-endothelial-cell	H3K27ac	ENCFF718IQW.bed	0.7802089299215094	0.16488347415846583	0.031433354591836736
dorsolateral-prefrontal-cortex	H3K4me1	ENCFF860LKA.bed	0.8741174467809121	0.17639125717462006	0.027664620535714286
head-of-caudate-nucleus	DNase-seq	ENCFF132JHR.bed	0.950162081615503	0.229605286221799	0.005199697066326531
SK-N-SH	H3K27ac	ENCFF034GXT.bed	0.7425696884080168	0.16418977493407677	0.05461176658163265
head-of-caudate-nucleus	DNase-seq	ENCFF690GJE.bed	0.9783086474731667	0.3391943106325121	0.004699457908163266
brain	CTCF	ENCFF799RCZ.bed	0.9406115353939992	0.3998756434104837	0.006971460459183673
SK-N-SH	CTCF	ENCFF640OIF.bed	0.7031426055856621	0.10040575967484161	0.03256138392857143
astrocyte	H3K9me3	ENCFF752KQF.bed	0.8153623225762948	0.02788731130857512	0.00846420599489796
dorsolateral-prefrontal-cortex	CTCF	ENCFF029THO.bed	0.9427753465025347	0.38543395244801515	0.0063536352040816325
astrocyte	H4K20me1	ENCFF698HVX.bed	0.8046015245599527	0.1885953046578388	0.05580955038265306
layer-of-hippocampus	H3K27ac	ENCFF874BBA.bed	0.9012236422862583	0.3175658868052654	0.027838010204081633
motor-neuron	H3K4me3	ENCFF863JPW.bed	0.9673607670275162	0.7057781121911799	0.017253268494897958
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF272ROP.bed	0.7555255203759601	0.1206450191437843	0.027355707908163267
BE2C	CTCF	ENCFF826XZW.bed	0.684752117800647	0.10358212511181	0.054649633290816325
head-of-caudate-nucleus	DNase-seq	ENCFF109HOA.bed	0.924662174365479	0.25883292741223846	0.01328922193877551
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF810WHX.bed	0.8062980896770677	0.24583145401986983	0.05323660714285714
dorsolateral-prefrontal-cortex	CTCF	ENCFF052VUS.bed	0.9591297950605232	0.376038668470112	0.005090082908163265
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF721JCD.bed	0.9699148370552605	0.20580351504368302	0.0034299266581632654
head-of-caudate-nucleus	DNase-seq	ENCFF211COA.bed	0.9563062845082473	0.30256916157315406	0.008183195153061224
head-of-caudate-nucleus	DNase-seq	ENCFF051EMZ.bed	0.9615766511832718	0.2498684910443953	0.0042849170918367345
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF010VMY.bed	0.8056697484752784	0.2684295921348119	0.060138313137755105
brain	H3K9me3	ENCFF422HJW.bed	0.9152066285129153	0.18414255779242045	0.0013871173469387754
head-of-caudate-nucleus	DNase-seq	ENCFF724QMZ.bed	0.957758669052853	0.30620493850106956	0.0050402582908163265
